fl,tl,TL - FL,w,pit,sx,d,m,y,site,,,,,,,,,,,,,,,,,
207,238,31,107,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
215,247,32,113,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
199,225,26,90,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
225,258,33,120,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
245,276,31,180,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
235,268,33,158,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
228,256,28,137,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
210,241,31,136,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
220,252,32,134,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
216,249,33,119,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
250,285,35,161,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
241,278,37,173,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
217,250,33,214,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
232,258,26,170,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
238,271,33,195,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
237,272,35,207,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
217,249,32,131,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
234,265,31,189,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
212,243,31,135,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
198,232,34,109,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
236,273,37,200,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
191,222,37,102,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
209,238,31,154,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
185,211,29,86,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
215,247,32,154,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
201,236,35,120,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
211,247,36,143,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
196,221,25,109,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
204,231,27,114,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
209,238,29,130,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
208,237,29,117,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
194,221,27,99,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
203,234,31,121,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
211,246,35,143,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
225,257,32,173,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
206,237,31,129,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
224,255,31,156,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
186,221,35,112,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
203,234,31,128,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
195,227,32,119,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
222,258,36,127,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
225,256,31,130,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
245,280,35,239,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
198,230,32,96,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
225,257,32,194,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
242,275,33,203,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
241,270,29,183,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
209,237,28,131,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
211,241,30,128,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
235,269,34,191,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
213,245,32,135,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
214,245,31,144,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
217,248,31,155,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
233,267,34,141,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
240,280,40,210,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
212,245,33,120,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
220,247,27,168,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
211,243,32,138,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
202,233,31,125,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
221,256,35,128,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
227,263,36,166,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
236,277,41,160,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
227,260,33,184,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
216,249,33,161,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
264,301,37,256,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
233,270,37,199,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
225,256,31,154,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
253,290,37,252,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
225,260,35,186,9.00228E+14,f,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
208,240,32,123,9.00228E+14,m,2,6,2017,cbcl,,,,,,,,,,,,,,,,,
260,301,41,218,9.00228E+14,f,17,5,2017,fl,,,,,,,,,,,,,,,,,
228,260,32,147,9.00228E+14,m,18,5,2017,fl,,,,,,,,,,,,,,,,,
256,290,34,283,9.00228E+14,f,18,5,2017,fl,,,,,,,,,,,,,,,,,
241,271,30,199,9.00228E+14,f,18,5,2017,fl,,,,,,,,,,,,,,,,,
235,270,35,179,9.00228E+14,m,18,5,2017,fl,,,,,,,,,,,,,,,,,
235,266,31,192,9.00228E+14,f,18,5,2017,fl,,,,,,,,,,,,,,,,,
224,255,31,157,9.00228E+14,m,22,5,2017,fl,,,,,,,,,,,,,,,,,
229,261,32,161,9.00228E+14,m,22,5,2017,fl,,,,,,,,,,,,,,,,,
223,256,33,171,9.00228E+14,m,22,5,2017,fl,,,,,,,,,,,,,,,,,
201,230,29,118,9.00228E+14,m,23,5,2017,fl,,,,,,,,,,,,,,,,,
207,235,28,120,9.00228E+14,m,23,5,2017,fl,,,,,,,,,,,,,,,,,
209,237,28,116,9.00228E+14,f,23,5,2017,fl,,,,,,,,,,,,,,,,,
221,255,34,149,9.00228E+14,f,23,5,2017,fl,,,,,,,,,,,,,,,,,
207,236,29,112,9.00228E+14,m,23,5,2017,fl,,,,,,,,,,,,,,,,,
215,245,30,150,9.00228E+14,f,23,5,2017,fl,,,,,,,,,,,,,,,,,
230,264,34,184,9.00228E+14,m,23,5,2017,fl,,,,,,,,,,,,,,,,,
244,280,36,221,9.00228E+14,f,23,5,2017,fl,,,,,,,,,,,,,,,,,
235,263,28,175,9.00228E+14,f,24,5,2017,fl,,,,,,,,,,,,,,,,,
220,248,28,156,9.00228E+14,m,24,5,2017,fl,,,,,,,,,,,,,,,,,
224,254,30,182,9.00228E+14,m,24,5,2017,fl,,,,,,,,,,,,,,,,,
246,282,36,247,9.00228E+14,m,24,5,2017,fl,,,,,,,,,,,,,,,,,
243,275,32,182,9.00228E+14,f,24,5,2017,fl,,,,,,,,,,,,,,,,,
209,236,27,135,9.00228E+14,m,24,5,2017,fl,,,,,,,,,,,,,,,,,
278,309,31,317,9.00228E+14,f,24,5,2017,fl,,,,,,,,,,,,,,,,,
214,243,29,127,9.00228E+14,m,24,5,2017,fl,,,,,,,,,,,,,,,,,
210,237,27,168,9.00228E+14,m,24,5,2017,fl,,,,,,,,,,,,,,,,,
235,268,33,176,9.00228E+14,m,24,5,2017,fl,,,,,,,,,,,,,,,,,
204,231,27,113,9.00228E+14,m,24,5,2017,fl,,,,,,,,,,,,,,,,,
245,277,32,218,9.00228E+14,m,24,5,2017,fl,,,,,,,,,,,,,,,,,
232,263,31,180,9.00228E+14,m,24,5,2017,fl,,,,,,,,,,,,,,,,,
210,242,32,118,9.00228E+14,m,24,5,2017,fl,,,,,,,,,,,,,,,,,
222,252,30,154,9.00228E+14,m,24,5,2017,fl,,,,,,,,,,,,,,,,,
232,260,28,179,9.00228E+14,m,24,5,2017,fl,,,,,,,,,,,,,,,,,
230,260,30,168,9.00228E+14,m,24,5,2017,fl,,,,,,,,,,,,,,,,,
200,226,26,205,9.00228E+14,m,24,5,2017,fl,,,,,,,,,,,,,,,,,
251,283,32,262,9.00228E+14,f,24,5,2017,fl,,,,,,,,,,,,,,,,,
258,293,35,261,9.00228E+14,f,25,5,2017,fl,,,,,,,,,,,,,,,,,
251,286,35,227,9.00228E+14,f,25,5,2017,fl,,,,,,,,,,,,,,,,,
235,266,31,178,9.00228E+14,m,27,5,2017,fl,,,,,,,,,,,,,,,,,
245,274,29,214,9.00228E+14,f,27,5,2017,fl,,,,,,,,,,,,,,,,,
233,260,27,175,9.00228E+14,m,27,5,2017,fl,,,,,,,,,,,,,,,,,
214,242,28,142,9.00228E+14,m,27,5,2017,fl,,,,,,,,,,,,,,,,,
225,252,27,140,9.00228E+14,m,27,5,2017,fl,,,,,,,,,,,,,,,,,
203,231,28,126,9.00228E+14,m,28,5,2017,fl,,,,,,,,,,,,,,,,,
228,257,29,169,9.00228E+14,m,28,5,2017,fl,,,,,,,,,,,,,,,,,
225,253,28,168,9.00228E+14,m,28,5,2017,fl,,,,,,,,,,,,,,,,,
249,281,32,237,9.00228E+14,f,28,5,2017,fl,,,,,,,,,,,,,,,,,
250,282,32,275,9.00228E+14,f,28,5,2017,fl,,,,,,,,,,,,,,,,,
233,264,31,174,9.00228E+14,m,28,5,2017,fl,,,,,,,,,,,,,,,,,
225,260,35,156,9.00228E+14,m,28,5,2017,fl,,,,,,,,,,,,,,,,,
240,271,31,203,9.00228E+14,f,28,5,2017,fl,,,,,,,,,,,,,,,,,
238,269,31,176,9.00228E+14,m,28,5,2017,fl,,,,,,,,,,,,,,,,,
226,261,35,149,9.00228E+14,m,28,5,2017,fl,,,,,,,,,,,,,,,,,
241,276,35,201,9.00228E+14,f,28,5,2017,fl,,,,,,,,,,,,,,,,,
211,241,30,127,9.00228E+14,m,28,5,2017,fl,,,,,,,,,,,,,,,,,
244,279,35,191,9.00228E+14,f,28,5,2017,fl,,,,,,,,,,,,,,,,,
236,273,37,177,9.00228E+14,m,28,5,2017,fl,,,,,,,,,,,,,,,,,
268,304,36,211,9.00228E+14,f,28,5,2017,fl,,,,,,,,,,,,,,,,,
240,276,36,226,9.00228E+14,m,28,5,2017,fl,,,,,,,,,,,,,,,,,
235,267,32,152,9.00228E+14,m,28,5,2017,fl,,,,,,,,,,,,,,,,,
261,302,41,254,9.00228E+14,f,29,5,2017,fl,,,,,,,,,,,,,,,,,
255,293,38,240,9.00228E+14,f,29,5,2017,fl,,,,,,,,,,,,,,,,,
231,265,34,180,9.00228E+14,f,29,5,2017,fl,,,,,,,,,,,,,,,,,
243,278,35,182,9.00228E+14,f,29,5,2017,fl,,,,,,,,,,,,,,,,,
250,289,39,236,9.00228E+14,f,29,5,2017,fl,,,,,,,,,,,,,,,,,
263,306,43,273,9.00228E+14,f,29,5,2017,fl,,,,,,,,,,,,,,,,,
254,288,34,222,9.00228E+14,f,29,5,2017,fl,,,,,,,,,,,,,,,,,
208,241,33,126,9.00228E+14,m,29,5,2017,fl,,,,,,,,,,,,,,,,,
230,263,33,168,9.00228E+14,m,29,5,2017,fl,,,,,,,,,,,,,,,,,
237,268,31,197,9.00228E+14,f,30,5,2017,fl,,,,,,,,,,,,,,,,,
243,278,35,207,9.00228E+14,f,30,5,2017,fl,,,,,,,,,,,,,,,,,
215,248,33,143,9.00228E+14,m,30,5,2017,fl,,,,,,,,,,,,,,,,,
198,223,25,122,9.00228E+14,m,30,5,2017,fl,,,,,,,,,,,,,,,,,
243,278,35,173,9.00228E+14,m,30,5,2017,fl,,,,,,,,,,,,,,,,,
225,256,31,164,9.00228E+14,f,30,5,2017,fl,,,,,,,,,,,,,,,,,
255,292,37,155,9.00228E+14,f,30,5,2017,fl,,,,,,,,,,,,,,,,,
212,242,30,131,9.00228E+14,m,30,5,2017,fl,,,,,,,,,,,,,,,,,
238,274,36,184,9.00228E+14,f,30,5,2017,fl,,,,,,,,,,,,,,,,,
225,257,32,196,9.00228E+14,m,30,5,2017,fl,,,,,,,,,,,,,,,,,
213,245,32,133,9.00228E+14,m,3,6,2017,fl,,,,,,,,,,,,,,,,,
247,283,36,189,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
250,285,35,227,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
208,241,33,131,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
196,227,31,111,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
244,281,37,208,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
253,290,37,236,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
206,239,33,126,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
216,243,27,145,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
243,277,34,220,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
240,275,35,223,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
245,282,37,189,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
230,267,37,191,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
240,280,40,224,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
225,255,30,159,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
265,299,34,262,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
225,260,35,162,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
224,256,32,165,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
258,293,35,251,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
231,265,34,195,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
224,255,31,163,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
235,272,37,176,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
207,239,32,143,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
205,241,36,128,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
235,270,35,182,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
235,267,32,184,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
245,285,40,224,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
225,255,30,146,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
229,263,34,186,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
225,260,35,169,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
242,276,34,185,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
235,272,37,189,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
224,257,33,164,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
235,268,33,167,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
243,278,35,190,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
246,285,39,234,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
231,267,36,167,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
241,274,33,188,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
248,285,37,215,9.00228E+14,na,3,6,2017,fldd,,,,,,,,,,,,,,,,,
235,271,36,166,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
228,256,28,155,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
264,301,37,288,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
236,271,35,176,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
219,250,31,153,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
246,283,37,195,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
246,283,37,197,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
246,279,33,178,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
224,255,31,146,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
234,270,36,183,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
245,281,36,202,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
230,260,30,163,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
247,280,33,214,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
226,261,35,167,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
215,247,32,151,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
196,226,30,111,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
229,260,31,166,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
205,234,29,111,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
241,276,35,206,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
257,297,40,260,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
238,274,36,185,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
235,273,38,193,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
246,283,37,196,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
204,236,32,120,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
203,232,29,113,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
265,297,32,249,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
265,301,36,283,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
236,270,34,179,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
259,290,31,256,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
257,290,33,202,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
251,289,38,240,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
240,275,35,194,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
237,271,34,178,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
251,285,34,237,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
260,296,36,262,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
226,262,36,164,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
237,271,34,187,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
263,304,41,244,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
247,278,31,193,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
220,254,34,168,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
210,241,31,120,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
238,273,35,190,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
263,300,37,257,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
228,262,34,184,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
234,272,38,212,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
225,257,32,165,9.00228E+14,m,3,6,2017,fldd,,,,,,,,,,,,,,,,,
222,246,24,185,9.00228E+14,f,3,6,2017,fldd,,,,,,,,,,,,,,,,,
234,266,32,138,9.00228E+14,na,5,6,2017,fldd,,,,,,,,,,,,,,,,,
256,295,39,242,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
242,273,31,195,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
254,291,37,223,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
251,286,35,254,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
220,256,36,144,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
242,273,31,198,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
246,278,32,222,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
240,272,32,204,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
235,266,31,232,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
249,283,34,225,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
206,241,35,143,9.00228E+14,na,5,6,2017,fldd,,,,,,,,,,,,,,,,,
208,239,31,245,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
225,255,30,163,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
246,279,33,229,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
262,299,37,221,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
231,259,28,152,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
230,262,32,163,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
255,289,34,230,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
196,225,29,114,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
252,285,33,224,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
257,290,33,240,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
238,270,32,195,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
234,266,32,165,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
240,275,35,197,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
215,240,25,134,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
254,277,23,173,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
236,260,24,163,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
205,239,34,116,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
235,267,32,150,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
231,264,33,175,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
210,245,35,127,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
238,274,36,193,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
233,268,35,173,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
227,259,32,158,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
232,258,26,179,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
249,282,33,239,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
220,249,29,140,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
245,274,29,207,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
230,264,34,182,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
240,275,35,175,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
236,278,42,188,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
233,267,34,182,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
215,246,31,131,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
243,276,33,196,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
215,245,30,127,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
231,263,32,169,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
200,229,29,120,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
230,264,34,173,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
232,269,37,162,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
245,281,36,186,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
220,253,33,169,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
228,259,31,162,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
205,236,31,141,9.00228E+14,m,5,6,2017,fldd,,,,,,,,,,,,,,,,,
236,282,46,286,9.00228E+14,f,5,6,2017,fldd,,,,,,,,,,,,,,,,,
210,242,32,124,9.00228E+14,m,6,6,2017,fldd,,,,,,,,,,,,,,,,,
214,245,31,143,9.00228E+14,m,6,6,2017,fldd,,,,,,,,,,,,,,,,,
244,275,31,215,9.00228E+14,f,6,6,2017,fldd,,,,,,,,,,,,,,,,,
260,301,41,280,9.00228E+14,f,6,6,2017,fldd,,,,,,,,,,,,,,,,,
232,265,33,188,9.00228E+14,f,6,6,2017,fldd,,,,,,,,,,,,,,,,,
227,260,33,163,9.00228E+14,m,6,6,2017,fldd,,,,,,,,,,,,,,,,,
202,233,31,109,9.00228E+14,m,6,6,2017,fldd,,,,,,,,,,,,,,,,,
250,285,35,251,9.00228E+14,f,6,6,2017,fldd,,,,,,,,,,,,,,,,,
256,296,40,254,9.00228E+14,f,6,6,2017,fldd,,,,,,,,,,,,,,,,,
216,245,29,142,9.00228E+14,m,6,6,2017,fldd,,,,,,,,,,,,,,,,,
235,269,34,185,9.00228E+14,m,6,6,2017,fldd,,,,,,,,,,,,,,,,,
259,302,43,261,9.00228E+14,f,7,6,2017,fldd,,,,,,,,,,,,,,,,,
253,287,34,219,9.00228E+14,f,7,6,2017,fldd,,,,,,,,,,,,,,,,,
